;Date received;Product;Sub-product;Company;State;Submitted via;Timely response?;Consumer disputed?
288516;09/25/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;WI;Web;Yes;Yes
288620;09/25/2015;Debt collection;Medical;Collections Inc;MS;Web;Yes;Yes
288711;09/03/2015;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;AZ;Web;Yes;No
288792;09/25/2015;Debt collection;Mortgage;Bank of America;DE;Web;Yes;No
288816;09/03/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Bureau of Traverse City, Inc.;MI;Web;No;No
288956;09/25/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;VA;Web;Yes;No
289037;09/18/2015;Debt collection;I do not know;Stellar Recovery Inc.;AZ;Web;Yes;Yes
289039;09/26/2015;Debt collection;Medical;Ray Klein, Inc.;CA;Web;Yes;No
289289;09/26/2015;Debt collection;Non-federal student loan;Sallie Mae;SC;Web;Yes;No
289310;09/26/2015;Debt collection;Other (i.e. phone, health club, etc.);Citibank;DE;Web;Yes;Yes
289355;09/26/2015;Debt collection;Credit card;Javitch, Block & Rathbone LLC;CA;Web;Yes;Yes
290080;09/27/2015;Debt collection;Credit card;Rushmore Service Center, LLC;NE;Web;Yes;No
290296;09/03/2015;Debt collection;Other (i.e. phone, health club, etc.);BYL Collection Services;CA;Web;Yes;No
290323;09/03/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;CA;Web;Yes;No
290421;09/28/2015;Debt collection;Other (i.e. phone, health club, etc.);Ross, Stuart & Dawson Inc;MI;Web;Yes;Yes
290464;09/04/2015;Debt collection;Other (i.e. phone, health club, etc.);USA Discounters, Ltd.;AP;Web;Yes;Yes
290653;10/09/2015;Payday loan;Payday loan;CashCall, Inc.;NC;Web;Yes;Yes
290685;09/04/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
290700;09/19/2015;Debt collection;I do not know;Penn Credit Corporation;IL;Web;Yes;No
290955;09/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Columbia Recovery Group LLC;VA;Web;Yes;No
291033;10/02/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;PA;Web;Yes;No
291274;09/12/2015;Debt collection;Auto;NELSON AND KENNARD;CA;Web;Yes;No
291358;09/28/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;No
291571;10/09/2015;Student loan;Non-federal student loan;Wells Fargo & Company;NY;Web;Yes;No
291640;09/20/2015;Debt collection;Other (i.e. phone, health club, etc.);Navient Solutions, Inc.;PA;Web;Yes;No
291671;09/28/2015;Debt collection;Other (i.e. phone, health club, etc.);ATG Credit, LLC;CA;Web;Yes;No
291672;09/28/2015;Debt collection;Payday loan;Radius Global Solutions LLC;TX;Web;Yes;No
291687;09/28/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;IL;Web;Yes;No
291769;09/20/2015;Debt collection;Medical;Aspen National Financial, Inc.;CO;Web;Yes;Yes
291816;10/03/2015;Debt collection;Credit card;Citibank;TN;Web;Yes;No
292154;09/21/2015;Debt collection;I do not know;RevMD Partners, LLC.;AZ;Web;Yes;Yes
292187;09/21/2015;Debt collection;Credit card;Collection Service of Nevada;NV;Web;Yes;No
292193;10/03/2015;Payday loan;Payday loan;Advance America, Cash Advance Centers, Inc.;RI;Web;Yes;No
292254;09/12/2015;Debt collection;Non-federal student loan;Wells Fargo & Company;CA;Web;Yes;No
292303;09/12/2015;Debt collection;Credit card;First National Collection Bureau, Inc.;CA;Web;Yes;No
292416;09/12/2015;Debt collection;Other (i.e. phone, health club, etc.);Richland Holdings, Inc.;NV;Web;Yes;Yes
292499;10/10/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
292512;10/10/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;CA;Web;Yes;No
292543;09/13/2015;Debt collection;Other (i.e. phone, health club, etc.);Sterling Jewelers Inc.;VA;Web;Yes;No
292595;10/10/2015;Debt collection;Medical;Rash Curtis and Associates;CA;Web;Yes;No
292635;10/04/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;NV;Web;Yes;No
292675;10/10/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;TX;Web;Yes;No
292708;10/10/2015;Debt collection;Medical;Phoenix Financial Services LLC;TX;Web;Yes;No
292807;10/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;NJ;Web;Yes;No
292923;10/04/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;NC;Web;Yes;No
292999;09/13/2015;Debt collection;Other (i.e. phone, health club, etc.);ProCollect, Inc;SD;Web;Yes;No
293088;09/21/2015;Debt collection;Credit card;U.S. Bancorp;MO;Web;Yes;No
293119;09/13/2015;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;NJ;Web;Yes;Yes
293138;10/05/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;IN;Web;Yes;No
293151;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Meridian Financial Services, Inc.;CA;Web;Yes;No
293178;10/11/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;MA;Web;Yes;Yes
293282;10/11/2015;Debt collection;Credit card;Sterling Jewelers Inc.;MS;Web;Yes;No
293485;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;GA;Web;Yes;No
293538;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;GA;Web;Yes;No
293807;10/22/2015;Debt collection;I do not know;Rausch, Sturm, Israel, Enerson & Hornik, LLC;MT;Web;Yes;No
293888;10/22/2015;Debt collection;Payday loan;Zenith Financial Network Inc;CA;Web;Yes;Yes
293904;10/18/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;DC;Web;Yes;Yes
293942;10/22/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;Yes
294107;10/05/2015;Debt collection;I do not know;Southwest Recovery Services, Inc.;VA;Web;Yes;Yes
294355;10/23/2015;Debt collection;Medical;ATG Credit, LLC;FL;Web;Yes;No
294412;10/19/2015;Debt collection;Credit card;J.A. Cambece Law Office, P.C.;MA;Web;Yes;Yes
294441;10/23/2015;Debt collection;Auto;Constar Financial Services, LLC;TX;Web;Yes;No
294992;10/23/2015;Student loan;Non-federal student loan;First Associates Loan Servicing LLC;PA;Web;Yes;No
295038;09/28/2015;Payday loan;Payday loan;Cottonwood Financial Ltd.;TX;Web;Yes;No
295045;10/05/2015;Student loan;Non-federal student loan;Access Group;KY;Web;Yes;No
295047;10/23/2015;Debt collection;Other (i.e. phone, health club, etc.);Radius Global Solutions LLC;FL;Web;Yes;Yes
295075;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;NY;Web;Yes;No
295089;09/28/2015;Debt collection;Auto;Stone & Hinds, P.C.;TN;Web;Yes;No
295163;09/14/2015;Debt collection;Credit card;Hiday & Ricke, P.A.;FL;Web;Yes;No
295316;10/06/2015;Debt collection;Other (i.e. phone, health club, etc.);Harris & Harris, Ltd.;IL;Web;Yes;No
295328;10/19/2015;Debt collection;I do not know;Synergetic Communication Inc;NE;Web;Yes;Yes
295455;09/14/2015;Debt collection;Credit card;William C. Grossman Law, PLLC.;NY;Web;Yes;No
295775;09/21/2015;Debt collection;Medical;Merchants and Professional Bureau, Inc.;SC;Web;Yes;No
295834;09/28/2015;Debt collection;Medical;The TRAF Group;DE;Web;Yes;No
295887;10/06/2015;Debt collection;Other (i.e. phone, health club, etc.);Ditech Financial LLC;FL;Web;Yes;No
295890;10/19/2015;Debt collection;Credit card;Barclays PLC;TX;Web;Yes;No
295987;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);ProCollect, Inc;CO;Web;Yes;No
296044;09/28/2015;Debt collection;Medical;Herbert P. Sears Co., Inc.;MT;Web;Yes;Yes
296124;09/21/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;MT;Web;Yes;No
296169;09/21/2015;Debt collection;Credit card;USAA Savings;AZ;Web;Yes;Yes
296287;10/06/2015;Debt collection;I do not know;Amsher Collection Services, Inc.;FL;Web;Yes;Yes
296431;10/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Bureau of New Ulm, Inc.;GA;Web;Yes;No
296554;09/21/2015;Debt collection;Other (i.e. phone, health club, etc.);Financial Credit Network Inc;CA;Web;Yes;No
296601;09/28/2015;Debt collection;Other (i.e. phone, health club, etc.);Monterey Financial Services, Inc.;TX;Web;Yes;No
296719;10/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Valentine and Kebartas, Inc.;OH;Web;Yes;Yes
296758;10/06/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;GA;Web;Yes;Yes
296832;09/29/2015;Debt collection;I do not know;ProCollect, Inc;CO;Web;Yes;No
296849;10/19/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;AZ;Web;Yes;No
296880;10/06/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;CA;Web;Yes;Yes
296887;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Monterey Financial Services, Inc.;NV;Web;Yes;No
297170;09/14/2015;Debt collection;Medical;California Recovery Bureau, Inc.;CA;Web;Yes;No
297223;09/22/2015;Debt collection;Credit card;Machol & Johannes, LLC;WA;Web;Yes;Yes
297283;09/14/2015;Debt collection;Other (i.e. phone, health club, etc.);KelKris Associates Inc;CA;Web;Yes;Yes
297294;10/12/2015;Debt collection;Medical;Van Ru Credit Corporation;MD;Web;Yes;No
297380;10/30/2015;Debt collection;Credit card;ERC;CT;Web;Yes;Yes
297479;09/22/2015;Debt collection;Non-federal student loan;Integrity Asset Partners, Ltd.;TN;Web;No;No
297540;10/30/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;MI;Web;Yes;No
297616;09/15/2015;Debt collection;I do not know;Arnold Scott Harris, P.C.;PA;Web;Yes;No
297619;10/12/2015;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;NV;Web;Yes;No
297653;10/26/2015;Debt collection;Medical;Grant & Weber;CA;Web;Yes;No
297794;09/15/2015;Debt collection;Credit card;Central Portfolio Control Inc.;PA;Web;Yes;No
297891;09/22/2015;Student loan;Non-federal student loan;Bank of America;NY;Web;Yes;Yes
298094;10/30/2015;Debt collection;I do not know;Commonwealth Financial Systems, Inc.;TX;Web;Yes;Yes
298135;10/30/2015;Student loan;Non-federal student loan;Wells Fargo & Company;TX;Web;Yes;No
298260;10/30/2015;Debt collection;Medical;American Collection Services, Inc. (OK, TX);OK;Web;Yes;No
298305;10/19/2015;Debt collection;Other (i.e. phone, health club, etc.);Kimball, Tirey & St. John LLP;AZ;Web;Yes;No
298408;10/12/2015;Debt collection;Medical;Armada Corp.;CA;Web;Yes;Yes
298560;09/29/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;UT;Web;Yes;No
298673;09/29/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;MD;Web;Yes;No
298725;09/15/2015;Debt collection;Medical;Phoenix Financial Services LLC;TN;Web;Yes;No
298822;10/30/2015;Debt collection;Credit card;Financial Business and Consumer Solutions.;PA;Web;No;No
298875;10/20/2015;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;TX;Web;Yes;No
299255;10/30/2015;Debt collection;I do not know;ERC;IA;Web;Yes;Yes
299346;10/13/2015;Debt collection;Other (i.e. phone, health club, etc.);Professional Finance Company, Inc.;FL;Web;Yes;No
299727;10/30/2015;Debt collection;Non-federal student loan;First Associates Loan Servicing LLC;SC;Web;No;No
299758;10/26/2015;Debt collection;Other (i.e. phone, health club, etc.);Machol & Johannes, LLC;CO;Web;Yes;No
299953;10/31/2015;Payday loan;Payday loan;Green Trust Cash, LLC;GA;Web;Yes;No
300284;09/22/2015;Debt collection;Mortgage;Ditech Financial LLC;CO;Web;Yes;Yes
300561;11/02/2015;Payday loan;Payday loan;Santander Bank US;MD;Web;Yes;No
300674;10/13/2015;Debt collection;I do not know;USAA Savings;TX;Web;Yes;No
300712;10/13/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;No
300768;10/14/2015;Debt collection;Other (i.e. phone, health club, etc.);First National Collection Bureau, Inc.;DC;Web;Yes;No
300770;10/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;DC;Web;Yes;No
301010;10/20/2015;Student loan;Non-federal student loan;MRS BPO, L.L.C.;OH;Web;Yes;No
301148;09/29/2015;Debt collection;Mortgage;Ditech Financial LLC;AZ;Web;Yes;No
301312;10/14/2015;Payday loan;Payday loan;BlueChip Financial;FL;Web;Yes;No
301351;09/22/2015;Student loan;Non-federal student loan;LendKey Technologies, Inc.;WV;Web;Yes;No
301853;10/20/2015;Debt collection;Mortgage;Wells Fargo & Company;NY;Web;Yes;Yes
301854;10/14/2015;Debt collection;I do not know;Altisource Portfolio Solutions, S.Ã  r.l.;TN;Web;Yes;No
302019;09/30/2015;Debt collection;Payday loan;GVA Holdings, LLC;IN;Web;Yes;No
302067;09/30/2015;Debt collection;Credit card;Bank of America;PA;Web;Yes;Yes
302068;09/30/2015;Debt collection;Other (i.e. phone, health club, etc.);Collections Acquisition Company, Inc.;OH;Web;Yes;No
302216;09/23/2015;Debt collection;Medical;Stallings Financial Group, Inc.;GA;Web;Yes;No
302335;09/30/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;TN;Web;Yes;No
302393;09/23/2015;Debt collection;I do not know;NRA Group, LLC;SC;Web;Yes;No
302501;11/02/2015;Debt collection;Credit card;Mitchell Rubenstein & Associates, P.C.;VA;Web;Yes;No
302577;09/23/2015;Debt collection;Mortgage;Gordon, Aylworth & Tami, P.C.;AZ;Web;Yes;Yes
302878;09/23/2015;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;FL;Web;Yes;No
302886;10/20/2015;Student loan;Non-federal student loan;First Associates Loan Servicing LLC;SC;Web;Yes;No
303364;09/30/2015;Debt collection;Medical;Rash Curtis and Associates;CA;Web;Yes;Yes
303434;11/02/2015;Debt collection;I do not know;ERC;PA;Web;Yes;No
303569;09/23/2015;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;PA;Web;Yes;No
303571;09/23/2015;Debt collection;Credit card;Pressler & Pressler, LLP;PA;Web;Yes;No
303674;09/23/2015;Student loan;Non-federal student loan;Great Lakes;OH;Web;Yes;No
303706;09/23/2015;Debt collection;I do not know;Solidus Group LLC.;TX;Web;Yes;No
303725;09/23/2015;Debt collection;Medical;PDQ Services, Inc.;GA;Web;Yes;Yes
303784;09/30/2015;Debt collection;Payday loan;EBA,LLC;OK;Web;No;No
303932;10/07/2015;Debt collection;I do not know;Fidelis Recovery Management, LLC;SC;Web;Yes;No
303937;09/23/2015;Debt collection;Medical;American Collections Enterprise, Inc.;WV;Web;Yes;Yes
303941;09/23/2015;Debt collection;Medical;American Collections Enterprise, Inc.;WV;Web;Yes;Yes
304243;10/21/2015;Debt collection;Other (i.e. phone, health club, etc.);Portland Credit Inc;OR;Web;Yes;Yes
304272;10/14/2015;Debt collection;Credit card;USAA Savings;AZ;Web;Yes;No
304379;10/26/2015;Debt collection;I do not know;ERC;CA;Web;Yes;No
304422;11/02/2015;Debt collection;Federal student loan;Citibank;MD;Web;Yes;No
304487;09/23/2015;Debt collection;I do not know;Meridian Financial Services, Inc.;NC;Web;Yes;No
304489;11/08/2015;Debt collection;Medical;Revenue Recovery Corporation;KY;Web;Yes;No
304702;11/03/2015;Debt collection;Other (i.e. phone, health club, etc.);Army and Air Force Exchange Service;NC;Web;Yes;No
304876;09/23/2015;Debt collection;Credit card;Citibank;MA;Web;Yes;Yes
304947;10/15/2015;Debt collection;Auto;Wells Fargo & Company;RI;Web;Yes;No
304950;09/23/2015;Debt collection;I do not know;Cooper Hoffman Klein Associates;TX;Web;Yes;Yes
305152;10/27/2015;Debt collection;I do not know;Financial Business and Consumer Solutions.;CA;Web;Yes;No
305201;11/09/2015;Debt collection;Credit card;ERC;OK;Web;Yes;No
305651;11/09/2015;Debt collection;Payday loan;Zenith Financial Network Inc;CA;Web;Yes;Yes
305927;10/27/2015;Debt collection;Credit card;United Collection Bureau, Inc.;MA;Web;Yes;No
306042;11/09/2015;Debt collection;I do not know;Harris & Harris, Ltd.;IL;Web;Yes;No
306148;11/09/2015;Debt collection;Non-federal student loan;Action Financial Services, LLC;FL;Web;Yes;Yes
306330;10/21/2015;Payday loan;Payday loan;BlueChip Financial;LA;Web;Yes;No
306361;11/03/2015;Debt collection;I do not know;Harris & Harris, Ltd.;IN;Web;Yes;No
306598;11/03/2015;Debt collection;Non-federal student loan;Financial Business and Consumer Solutions.;GA;Web;Yes;No
306868;11/23/2015;Debt collection;Auto;Wells Fargo & Company;IL;Web;Yes;Yes
306871;10/27/2015;Debt collection;Medical;ProCollect, Inc;TX;Web;Yes;Yes
306997;11/10/2015;Debt collection;Other (i.e. phone, health club, etc.);Linebarger Goggan Blair & Sampson, LLP;TX;Web;Yes;No
307047;11/10/2015;Debt collection;Medical;Medical Data Systems, Inc.;NV;Web;Yes;No
307083;10/27/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;No
307169;11/10/2015;Debt collection;Auto;Westlake Services, LLC;SC;Web;Yes;Yes
307249;11/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Sunrise Credit Services Inc.;TX;Web;Yes;No
307316;11/17/2015;Debt collection;Other (i.e. phone, health club, etc.);P.S.C., Inc;WA;Web;Yes;No
307370;10/28/2015;Debt collection;I do not know;Rodenburg LLP;MT;Web;Yes;Yes
307753;10/28/2015;Debt collection;I do not know;ERC;SC;Web;Yes;No
307802;11/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;CA;Web;Yes;No
308027;11/10/2015;Debt collection;Credit card;Mediation Recovery Center;AL;Web;Yes;No
308028;11/10/2015;Debt collection;I do not know;Van Ru Credit Corporation;WA;Web;Yes;No
308184;11/23/2015;Debt collection;Other (i.e. phone, health club, etc.);First National Collection Bureau, Inc.;WA;Web;Yes;No
308194;11/23/2015;Debt collection;I do not know;Cooper Hoffman Klein Associates;TX;Web;Yes;No
308489;12/01/2015;Debt collection;Other (i.e. phone, health club, etc.);Portland Credit Inc;OR;Web;Yes;Yes
308573;10/22/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;IN;Web;Yes;No
308750;11/10/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;OR;Web;Yes;No
309034;10/28/2015;Debt collection;I do not know;Premier Portfolio Group;CA;Web;Yes;No
309089;11/04/2015;Debt collection;Credit card;McCullough Payne & Haan, LLC;AL;Web;Yes;Yes
309140;10/28/2015;Debt collection;I do not know;ERC;NC;Web;Yes;No
309435;12/08/2015;Debt collection;Medical;Monterey Financial Services, Inc.;NJ;Web;Yes;No
309564;12/08/2015;Debt collection;Medical;Monterey Financial Services, Inc.;NJ;Web;Yes;Yes
309581;10/22/2015;Debt collection;I do not know;Receivables Performance Management LLC;AZ;Web;Yes;No
309620;12/08/2015;Debt collection;I do not know;Select Portfolio Servicing, Inc;NY;Web;Yes;Yes
309835;10/28/2015;Debt collection;Medical;Client Services, Inc.;FL;Web;Yes;No
309897;10/22/2015;Debt collection;I do not know;United Collection Bureau, Inc.;NJ;Web;Yes;No
309996;12/01/2015;Debt collection;Payday loan;Citi Management Group, LLC;TX;Web;Yes;No
310085;11/24/2015;Debt collection;Credit card;M&S Recovery Solutions;GA;Web;Yes;No
310117;11/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Gatestone & Co. International Inc.;GA;Web;Yes;No
310193;11/17/2015;Debt collection;I do not know;Midwest Fidelity Services, LLC;FL;Web;Yes;No
310199;12/02/2015;Debt collection;I do not know;Maury Cobb, Attorney at Law, LLC;VA;Web;Yes;No
310356;12/02/2015;Debt collection;Other (i.e. phone, health club, etc.);McCarthy, Burgess & Wolff, Inc.;CA;Web;Yes;No
310546;12/09/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;OH;Web;Yes;No
310646;12/02/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;VA;Web;Yes;No
